0.61987041,0.834787667,0.571428571,0.326934264,0.943304536,0.857142857,3
0.369600432,0.365328679,0.857142857,0.763234439,0.399568035,0.571428571,2
0.545086393,0.337405468,0.857142857,0.35718441,0.727861771,0.857142857,2
0.441414687,0.540430483,0.857142857,0.326934264,0.943304536,0.857142857,3
0.710853132,0.22513089,0.142857143,0.020942408,0.05075594,0.142857143,2
0.540766739,0.521233275,0.857142857,0.326934264,0.943304536,0.857142857,2
0.323434125,0.812681792,0.571428571,0.40954043,0.247570194,0.857142857,2
0.510529158,0.426992437,0.857142857,0.326934264,0.943304536,0.857142857,2
0.903617711,0.193135544,0.142857143,0.034904014,0.823974082,0.142857143,3
0.722732181,0.426410704,0.857142857,0.362420012,0.13849892,0.857142857,2
0.855831533,0.401396161,0.857142857,0.362420012,0.13849892,0.857142857,3
0.879859611,0.671902269,0.428571429,0.625363583,0.407937365,0.428571429,3
0.924946004,0.708551483,0.428571429,0.625363583,0.407937365,0.428571429,3
0.49163067,0.04246655,0.142857143,0.625363583,0.407937365,0.428571429,3
0.592332613,0.618382781,0.428571429,0.625363583,0.407937365,0.428571429,3
0.82262419,0.041884817,0.142857143,0.625363583,0.407937365,0.428571429,3
0.570464363,0.489819663,0.857142857,0.384525887,0.0912527,0.857142857,2
0.507559395,0.03257708,0.142857143,0.121000582,0.169006479,0.142857143,2
0.019708423,0.439208842,0.857142857,0.360093077,0.013768898,0.857142857,3
0.141738661,0.655031995,0.428571429,0.021524142,0.55075594,0.142857143,2
0.535637149,0.392670157,0.857142857,0.030831879,0.347462203,0.142857143,2
0.545086393,0.337405468,0.857142857,0.35718441,0.727861771,0.857142857,2
0.5,0.26585224,0.142857143,0.034904014,0.823974082,0.142857143,2
0.548596112,0.10762071,0.142857143,0.630017452,0.796706263,0.428571429,2
0.391738661,0.379872019,0.857142857,0.029086678,0.803185745,0.142857143,2
0.843682505,0.226294357,0.142857143,0.111692845,0.746220302,0.142857143,3
0.590442765,0.420011635,0.857142857,0.763234439,0.399568035,0.571428571,2
0.413606911,0.080279232,0.142857143,0.337405468,0.545086393,0.857142857,2
0.66549676,0.201279814,0.142857143,0.082606166,0.032667387,0.142857143,2
0.01862851,0.031413613,0.142857143,0.195462478,0.148218143,0.142857143,2
0.842062635,0.015125073,0.142857143,0.350203607,0.129859611,0.857142857,2
0.373110151,0.262361838,0.142857143,0.101803374,0.075053996,0.142857143,2
0.191414687,0.151832461,0.142857143,0.091913903,0.375,0.142857143,2
0.398488121,0.650378127,0.428571429,0.018615474,0.010529158,0.142857143,2
0.637688985,0.771378709,0.571428571,0.896451425,0.594762419,1,3
0.535637149,0.392670157,0.857142857,0.326934264,0.943304536,0.857142857,2
0.398488121,0.650378127,0.428571429,0.022105876,0.590982721,0.142857143,2
0.359071274,0.663757999,0.428571429,0.326934264,0.943304536,0.857142857,3
0.423866091,0.221640489,0.142857143,0.326934264,0.943304536,0.857142857,2
0.517818575,0.984293194,0.714285714,0.326934264,0.943304536,0.857142857,5
0.075593952,0.513089005,0.857142857,0.326934264,0.943304536,0.857142857,3
0.773758099,0.619546248,0.428571429,0.22513089,0.740280778,0.142857143,2
